cargo,org_politica,persona_juridica,fin_departamento,fin_municipio,campana,tipo,cont_n_contratista,cont_tot_contratista,aportes_n,aportes_tot,aportes_cand_n
NA,NA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Financiador,6,62836760,1,55e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VAUPES,MITU,Regionales 2015,Candidato|Financiador,2,22865300,2,2326900,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,TOLIMA,ALPUJARRA,Regionales 2015,Candidato|Financiador,4,29202679,1,15e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CAQUETA,SOLITA,Regionales 2015,Candidato|Financiador,7,80824500,1,568200,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,2,24206827,1,118e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,4,391e5,1,2e6,1
Concejo,LA ROSITA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,2,304e5,1,1057e4,1
NA,NA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Financiador,7,103258991,1,5e5,1
Concejo,LA ROSITA,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,3,1833e4,1,275e3,1
NA,NA,Persona Natural,TOLIMA,ESPINAL,Regionales 2015,Financiador,2,304e5,1,1e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,TOLIMA,ROVIRA,Regionales 2015,Candidato|Financiador,5,66575116,1,5e5,1
Concejo,PARTIDO UNION PATRIOTICA UP,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,2,304e5,1,444800,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,2,14647600,1,255e4,1
Asamblea,PARTIDO LIBERAL COLOMBIANO,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,2,156e5,1,54e5,1
NA,NA,Persona Natural,VALLE,EL CERRITO,Regionales 2015,Financiador,10,109830471869,2,768e5,2
NA,NA,Persona Natural,CUNDINAMARCA,ALBAN,Regionales 2015,Financiador,5,2133e5,1,2e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,TOLIMA,MARIQUITA,Regionales 2015,Candidato|Financiador,4,882e4,1,96e3,1
NA,NA,Persona Natural,VALLE,CALI,Regionales 2015,Financiador,5,5325e4,1,2155500,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,QUINDIO,LA TEBAIDA,Regionales 2015,Candidato|Financiador,2,121e5,1,17e4,1
NA,NA,Persona Natural,VALLE,BUENAVENTURA,Regionales 2015,Financiador,3,35305208,1,375e4,1
NA,NA,Persona Natural,VALLE,BUENAVENTURA,Regionales 2015,Financiador,8,216368555,1,1545e3,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,ANDALUCIA,Regionales 2015,Candidato|Financiador,3,2235e4,1,1420900,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,ARGELIA,Regionales 2015,Candidato|Financiador,4,18304100,1,25e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,PRADERA,Regionales 2015,Candidato|Financiador,4,16568e3,1,421e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,VALLE,JAMUNDI,Regionales 2015,Candidato|Financiador,2,36e6,1,11e5,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,VALLE,TORO,Regionales 2015,Candidato|Financiador,6,19548e3,1,5e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,CALIMA (DARIEN),Regionales 2015,Candidato|Financiador,7,173e5,1,4e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,QUINDIO,FILANDIA,Regionales 2015,Candidato|Financiador,2,845e4,1,72e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,GINEBRA,Regionales 2015,Candidato|Financiador,3,27e6,1,32e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,RIOFRIO,Regionales 2015,Candidato|Financiador,4,8899980,1,135e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,SEVILLA,Regionales 2015,Candidato|Financiador,3,4858330,1,4e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,CANDELARIA,Regionales 2015,Candidato|Financiador,3,234e5,1,1081200,1
NA,NA,Persona Natural,VALLE,CANDELARIA,Regionales 2015,Financiador,3,208e5,1,3e6,1
NA,NA,Persona Natural,VALLE,CANDELARIA,Regionales 2015,Financiador,4,681e5,1,3e6,1
NA,NA,Persona Natural,VALLE,CANDELARIA,Regionales 2015,Financiador,4,1375e4,1,3e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,4,206e5,1,5e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CAUCA,MIRANDA,Regionales 2015,Candidato|Financiador,2,14e6,1,8e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,PALMIRA,Regionales 2015,Candidato|Financiador,2,446e5,3,6771600,1
NA,NA,Persona Natural,VALLE,PALMIRA,Regionales 2015,Financiador,5,881e5,1,3e6,1
NA,NA,Persona Natural,VALLE,CALI,Regionales 2015,Financiador,5,67028e3,1,1e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,ROLDANILLO,Regionales 2015,Candidato|Financiador,2,24e6,1,799e3,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,VALLE,ROLDANILLO,Regionales 2015,Candidato|Financiador,2,7263e3,1,5e4,1
NA,NA,Persona Natural,VALLE,SAN PEDRO,Regionales 2015,Financiador,3,49006884,11,165e4,11
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,LA VICTORIA,Regionales 2015,Candidato|Financiador,3,35452e3,1,35e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,RESTREPO,Regionales 2015,Candidato|Financiador,3,30472232,1,3e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,TULUA,Regionales 2015,Candidato|Financiador,4,44792063,1,3e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,RESTREPO,Regionales 2015,Candidato|Financiador,2,4661775,1,3e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,RESTREPO,Regionales 2015,Candidato|Financiador,4,28387260,1,3e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,GUACARI,Regionales 2015,Candidato|Financiador,2,143e5,1,45e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,LA CUMBRE,Regionales 2015,Candidato|Financiador,5,12689e3,1,1e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,DAGUA,Regionales 2015,Candidato|Financiador,2,2539e4,1,8e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,VALLE,DAGUA,Regionales 2015,Candidato|Financiador,3,252e5,1,15e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,EL AGUILA,Regionales 2015,Candidato|Financiador,2,121e5,1,678700,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,VALLE,GUACARI,Regionales 2015,Candidato|Financiador,3,369e5,1,5e5,1
NA,NA,Persona Natural,VALLE,EL CERRITO,Regionales 2015,Financiador,2,3868e4,1,3e6,1
NA,NA,Persona Natural,VALLE,BUGA,Regionales 2015,Financiador,2,64636563,1,5e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,CALI,Regionales 2015,Candidato|Financiador,3,3376e4,1,7e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,QUINDIO,CORDOBA,Regionales 2015,Candidato|Financiador,2,84e5,1,3e5,1
NA,NA,Persona Natural,CORDOBA,SAN CARLOS,Regionales 2015,Financiador,6,68416667,1,28e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Candidato|Financiador,2,108e5,1,321850,1
NA,NA,Persona Natural,CASANARE,PAZ DE ARIPORO (MORENO),Regionales 2015,Financiador,3,198e5,1,5e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,CASANARE,PAZ DE ARIPORO (MORENO),Regionales 2015,Candidato|Financiador,2,14721558,1,45e4,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CASANARE,PAZ DE ARIPORO (MORENO),Regionales 2015,Candidato|Financiador,4,2094e4,1,55e4,1
Asamblea,CENTRO DEMOCRATICO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,4,30786200,1,3865e3,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CAQUETA,PUERTO RICO,Regionales 2015,Candidato|Financiador,3,12167301,1,135400,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CAQUETA,PUERTO RICO,Regionales 2015,Candidato|Financiador,5,2795e4,1,2e5,1
Alcaldía,CENTRO DEMOCRATICO,Persona Natural,CASANARE,PORE,Regionales 2015,Candidato|Financiador,6,89350050,1,6e6,1
NA,NA,Persona Natural,CASANARE,PORE,Regionales 2015,Financiador,3,43736e3,3,75e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,YOTOCO,Regionales 2015,Candidato|Financiador,2,123e5,1,3e5,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,VALLE,YOTOCO,Regionales 2015,Candidato|Financiador,2,63e5,1,37e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CAQUETA,CURILLO,Regionales 2015,Candidato|Financiador,3,257e5,1,151e3,1
NA,NA,Persona Natural,META,CASTILLA LA NUEVA,Regionales 2015,Financiador,4,46589230,1,15e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,TULUA,Regionales 2015,Candidato|Financiador,2,312e5,1,35e5,1
NA,NA,Persona Natural,VALLE,TULUA,Regionales 2015,Financiador,3,26225e3,1,4000577,1
NA,NA,Persona Natural,VALLE,ZARZAL,Regionales 2015,Financiador,3,41863850,1,1e6,1
NA,NA,Persona Natural,VALLE,ZARZAL,Regionales 2015,Financiador,2,9471e3,1,1e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,7,2856e4,1,1e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ARAUCA,ARAUQUITA,Regionales 2015,Candidato|Financiador,2,2924965,2,3698900,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CORDOBA,SAN BERNARDO DEL VIENTO,Regionales 2015,Candidato|Financiador,2,94e5,1,2e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,CASANARE,AGUAZUL,Regionales 2015,Candidato|Financiador,2,35112e3,1,79e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CORDOBA,MOÑITOS,Regionales 2015,Candidato|Financiador,3,3e7,1,143e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CASANARE,MANI,Regionales 2015,Candidato|Financiador,2,17416667,1,6e5,1
NA,NA,Persona Natural,CASANARE,SAN LUIS DE PALENQUE,Regionales 2015,Financiador,2,161e5,1,1e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CASANARE,TRINIDAD,Regionales 2015,Candidato|Financiador,3,19429250,1,26e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ARAUCA,TAME,Regionales 2015,Candidato|Financiador,2,25e5,1,157e4,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Candidato|Financiador,3,173e5,1,11e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,ARAUCA,ARAUCA,Regionales 2015,Candidato|Financiador,24,102213974,1,12e4,1
Alcaldía,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CORDOBA,MOÑITOS,Regionales 2015,Candidato|Financiador,2,158942831,1,145e5,1
NA,NA,Persona Natural,CORDOBA,MOÑITOS,Regionales 2015,Financiador,32,1096592489,1,8e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CAQUETA,SOLITA,Regionales 2015,Candidato|Financiador,2,8062e3,1,135e3,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CORDOBA,MOÑITOS,Regionales 2015,Candidato|Financiador,2,19584e3,1,1e7,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CASANARE,OROCUE,Regionales 2015,Candidato|Financiador,4,4236e4,1,1e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CAQUETA,MILAN,Regionales 2015,Candidato|Financiador,2,14693067,2,124500,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CAQUETA,FLORENCIA,Regionales 2015,Candidato|Financiador,2,36409599,1,1348e3,1
Asamblea,PARTIDO ALIANZA VERDE,Persona Natural,CAQUETA,FLORENCIA,Regionales 2015,Candidato|Financiador,2,7697562,1,2e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CAQUETA,FLORENCIA,Regionales 2015,Candidato|Financiador,3,168e5,1,1215e3,1
Concejo,PARTIDO UNION PATRIOTICA UP,Persona Natural,CAQUETA,LA MONTAÑITA,Regionales 2015,Candidato|Financiador,2,1035e4,1,137e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CAQUETA,SAN VICENTE DEL CAGUAN,Regionales 2015,Candidato|Financiador,3,195e5,1,18e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,CAQUETA,MORELIA,Regionales 2015,Candidato|Financiador,2,3699200,1,32e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CAQUETA,CARTAGENA DEL CHAIRA,Regionales 2015,Candidato|Financiador,8,21295697,1,535e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CASANARE,CHAMEZA,Regionales 2015,Candidato|Financiador,3,296e5,1,4119e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CASANARE,MONTERREY,Regionales 2015,Candidato|Financiador,2,316e5,1,436e3,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CASANARE,MONTERREY,Regionales 2015,Candidato|Financiador,2,112e5,1,245100,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,CASANARE,VILLANUEVA,Regionales 2015,Candidato|Financiador,3,2457e4,1,35e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CASANARE,VILLANUEVA,Regionales 2015,Candidato|Financiador,3,284e5,1,5e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,VIJES,Regionales 2015,Candidato|Financiador,2,1665e4,1,74e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,YUMBO,Regionales 2015,Candidato|Financiador,5,125425e3,1,9e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,YUMBO,Regionales 2015,Candidato|Financiador,2,3828e4,1,4e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,LA CUMBRE,Regionales 2015,Candidato|Financiador,2,33997328,1,5e5,1
Asamblea,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,YUMBO,Regionales 2015,Candidato|Financiador,4,4997e4,1,12e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CAQUETA,SAN JOSE DEL FRAGUA,Regionales 2015,Candidato|Financiador,2,218e5,1,42e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,3,318e5,1,614e3,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CASANARE,PORE,Regionales 2015,Candidato|Financiador,2,12865120,1,3960300,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,7,23873507,1,5e6,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Candidato|Financiador,7,146267e3,1,25e5,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,6,608e5,1,5e6,1
NA,NA,Persona Natural,CASANARE,PAZ DE ARIPORO (MORENO),Regionales 2015,Financiador,2,23193008,1,9e6,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,4,88986978,1,12e6,1
NA,NA,Persona Natural,CASANARE,PAZ DE ARIPORO (MORENO),Regionales 2015,Financiador,3,17269350,1,5e6,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,2,28193035,1,2e6,1
NA,NA,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Financiador,7,4961e4,1,15e5,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,2,35683500,1,4e6,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,5,40938164,1,11e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,3,227e5,1,6e5,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,5,67526400,1,4e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,5,69897707,1,2841131,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,9,129736150,1,1933050,1
NA,NA,Persona Natural,CASANARE,YOPAL,Regionales 2015,Financiador,5,78722895,1,1456850,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,7,35123697,1,15e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CASANARE,TAMARA,Regionales 2015,Candidato|Financiador,2,8796170,1,35e4,1
NA,NA,Persona Natural,CASANARE,TAMARA,Regionales 2015,Financiador,2,1696e4,1,2e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,2,675e4,1,1e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,CASANARE,PORE,Regionales 2015,Candidato|Financiador,2,15613083,1,1e6,1
Asamblea,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,5,34065e3,1,66e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,2,217e5,1,17e5,1
NA,NA,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Financiador,3,286e5,1,18e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CASANARE,TAURAMENA,Regionales 2015,Candidato|Financiador,2,21e6,1,2e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Candidato|Financiador,3,1935e4,1,65e3,1
NA,NA,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Financiador,2,112199988,1,1e6,1
NA,NA,Persona Natural,CASANARE,HATO COROZAL,Regionales 2015,Financiador,4,26524113,1,15e5,1
Asamblea,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CASANARE,YOPAL,Regionales 2015,Candidato|Financiador,3,67199518,1,3e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CASANARE,SAN LUIS DE PALENQUE,Regionales 2015,Candidato|Financiador,12,93224700,1,1780842,1
NA,NA,Persona Natural,CASANARE,SAN LUIS DE PALENQUE,Regionales 2015,Financiador,2,1758e4,1,1e6,1
NA,NA,Persona Natural,LA GUAJIRA,URIBIA,Regionales 2015,Financiador,2,2325e4,1,1e6,1
NA,NA,Persona Natural,LA GUAJIRA,VILLANUEVA,Regionales 2015,Financiador,2,55111320,1,5e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,LA GUAJIRA,RIOHACHA,Regionales 2015,Candidato|Financiador,2,144e5,1,6602500,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,LA GUAJIRA,RIOHACHA,Regionales 2015,Candidato|Financiador,2,12107050,1,13e5,1
NA,NA,Persona Natural,CORDOBA,MONTERIA,Regionales 2015,Financiador,4,117402224,1,6e6,1
NA,NA,Persona Natural,ARAUCA,FORTUL,Regionales 2015,Financiador,5,10237788,1,2e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CAQUETA,SOLANO,Regionales 2015,Candidato|Financiador,2,2257600,1,18e4,1
NA,NA,Persona Natural,META,EL DORADO,Regionales 2015,Financiador,2,197e5,1,35e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CUNDINAMARCA,CHIA,Regionales 2015,Candidato|Financiador,2,81163100,1,3e5,1
Concejo,CHIA RENACE,Persona Natural,CUNDINAMARCA,CHIA,Regionales 2015,Candidato|Financiador,3,37573333,1,675040,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,CUNDINAMARCA,CHIA,Regionales 2015,Candidato|Financiador,17,157191466,1,742e3,1
NA,NA,Persona Natural,META,PUERTO RICO,Regionales 2015,Financiador,25,212452960,1,2e6,1
NA,NA,Persona Natural,META,GRANADA,Regionales 2015,Financiador,8,127931e3,1,2e6,1
NA,NA,Persona Natural,META,PUERTO RICO,Regionales 2015,Financiador,4,10104e3,1,25e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CUNDINAMARCA,COTA,Regionales 2015,Candidato|Financiador,5,56283e3,1,2168200,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,META,PUERTO RICO,Regionales 2015,Candidato|Financiador,2,676e4,2,876400,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CUNDINAMARCA,GIRARDOT,Regionales 2015,Candidato|Financiador,4,4872e4,2,3829118,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,META,ACACIAS,Regionales 2015,Candidato|Financiador,15,106012500,1,25e4,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,3,13069667,1,2e5,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,CUNDINAMARCA,AGUA DE DIOS,Regionales 2015,Candidato|Financiador,17,263929724,1,1e5,1
Concejo,TENEMOS CON QUÉ!,Persona Natural,CUNDINAMARCA,GIRARDOT,Regionales 2015,Candidato|Financiador,2,32694260,1,153e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,6,28941808,2,2368e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,4,3028e4,1,194e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,GUAVIARE,EL RETORNO,Regionales 2015,Candidato|Financiador,3,6879e3,1,433800,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,4,3002e4,1,25e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CUNDINAMARCA,GIRARDOT,Regionales 2015,Candidato|Financiador,3,13e6,1,77e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,CUNDINAMARCA,GIRARDOT,Regionales 2015,Candidato|Financiador,4,31733333,1,2e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CUNDINAMARCA,AGUA DE DIOS,Regionales 2015,Candidato|Financiador,2,169e5,1,5e5,1
NA,NA,Persona Natural,CUNDINAMARCA,GIRARDOT,Regionales 2015,Financiador,4,79178655,1,1e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Candidato|Financiador,6,26e6,1,135e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,META,PUERTO LOPEZ,Regionales 2015,Candidato|Financiador,2,27e5,1,288871,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SAN ANDRES,SAN ANDRES,Regionales 2015,Candidato|Financiador,4,29414490,1,5e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SAN ANDRES,PROVIDENCIA,Regionales 2015,Candidato|Financiador,2,2035e3,1,5e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,2,11252690,1,15e4,1
Asamblea,CENTRO DEMOCRATICO,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,3,16111080,1,240900,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,4,3875e4,1,15e5,1
NA,NA,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Financiador,4,22332592,1,25e5,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,LA GUAJIRA,HATONUEVO,Regionales 2015,Candidato|Financiador,2,19e6,4,65e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,LA GUAJIRA,VILLANUEVA,Regionales 2015,Candidato|Financiador,2,24448118,2,3e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,META,PUERTO RICO,Regionales 2015,Candidato|Financiador,5,24505e3,1,498e3,1
NA,NA,Persona Natural,META,PUERTO RICO,Regionales 2015,Financiador,5,13853400,1,25e4,1
NA,NA,Persona Natural,META,PUERTO RICO,Regionales 2015,Financiador,3,68e5,1,25e4,1
